0 30
0.01 30
0.02 30
0.03 30
0.04 30
0.05 30
0.06 30
0.07 29.9999
0.08 29.9999
0.09 29.9998
0.1 29.9998
0.11 29.9994
0.12 29.9994
0.13 29.9986
0.14 29.9986
0.15 29.9969
0.16 29.9969
0.17 29.9934
0.18 29.9934
0.19 29.9866
0.2 29.9866
0.21 29.9736
0.22 29.9736
0.23 29.9502
0.24 29.9502
0.25 29.9098
0.26 29.9098
0.27 29.8427
0.28 29.8427
0.29 29.736
0.3 29.736
0.31 29.5733
0.32 29.5733
0.33 29.3353
0.34 29.3353
0.35 29.0009
0.36 29.0009
0.37 28.5499
0.38 28.5499
0.39 27.9656
0.4 27.9656
0.41 27.2385
0.42 27.2385
0.43 26.3691
0.44 26.3691
0.45 25.3703
0.46 25.3703
0.47 24.2673
0.48 24.2673
0.49 23.0969
0.5 23.0969
0.51 21.9031
0.52 21.9031
0.53 20.7327
0.54 20.7327
0.55 19.6297
0.56 19.6297
0.57 18.6309
0.58 18.6309
0.59 17.7615
0.6 17.7615
0.61 17.0344
0.62 17.0344
0.63 16.4501
0.64 16.4501
0.65 15.9991
0.66 15.9991
0.67 15.6647
0.68 15.6647
0.69 15.4267
0.7 15.4267
0.71 15.264
0.72 15.264
0.73 15.1573
0.74 15.1573
0.75 15.0902
0.76 15.0902
0.77 15.0498
0.78 15.0498
0.79 15.0264
0.8 15.0264
0.81 15.0134
0.82 15.0134
0.83 15.0066
0.84 15.0066
0.85 15.0031
0.86 15.0031
0.87 15.0014
0.88 15.0014
0.89 15.0006
0.9 15.0006
0.91 15.0002
0.92 15.0002
0.93 15.0001
0.94 15.0001
0.95 15
0.96 15
0.97 15
0.98 15
0.99 15
1 15
